22999 050299 Asian/Asian-American Studies                                   0035
08131 130202 Equity and Social Justice                                      1035
08341 131399 Environmental Education                                        1035
08372 513306 Holistic Health                                                0035
08996 259999 School Librarianship                                           1035
08262 131102 Counseling/Guide Higher Education                              0035
21993 430299 Fire Protection Services                                       0035
49060 520213 Organizational Leadership                                      0035
20990 422799 Psychological Science                                          0035
49058 151501 MS Engineering and MBA (concurrent)                            0035
12040 510912 Physician Assistant                                            0035
22043 450603 Quantitative Economics                                         0035
13061 301901 Dietetics/Food Admin/Nutrition                                 0035
07020 110104 Informatics                                                    0035
10017 500102 Digital Arts                                                   0035
12125 512309 Therapeutic Recreation/Recreational Therapy                    0035
06051 090701 Broadcast Arts                                                 0035
21020 449999 Pub Admin/Latin American Studies                               0035
08225 131305 English                                                        0035
12043 301101 Gerontology                                                    0035
21054 430118 Law Enforcement Intelligence Analysis                          1035
05086 520907 Meeting and Event Planning                                     0035
10025 500404 Industrial Design                                              0035
08394 150612 Industrial Technology                                          1035
09026 490101 Aviation                                                       0035
12025 512211 Health Services Management                                     0035
01042 011302 Pre-Veterinary Studies                                         0035
01043 018301 Animal Health Science                                          0035
01082 011004 Viticulture                                                    0035
01132 010309 Enology                                                        1035
07995 110105 Human-Centered Technology Design                               0035
09258 150806 Marine Engineering Technology                                  0035
19991 430406 Criminalistics/Forensic Sci                                    0035
21054 430408 Law Enforcement Intelligence Analysis                          0035
22024 304701 Linguistics and Anthropology                                   0035
49040 302301 Intercultural/Multicultural and Diversity Studies              0035
07036 110102 Artificial Intelligence                                        0035
04154 261309 Epidemiology                                                   0035
17033 270304 Computational and Applied Mathematics                          0035
49011 030104 Environmental Science                                          0035
21023 440504 International Policy Analysis                                  0035
09991 150613 Manufacturing Processes                                        0035
08295 131299 Teacher Leadership                                             0035
08350 131314 Kinesiology/Physical Education                                 0035
05074 521399 Marketing Analytics                                            0035
10991 509999 Fine Arts, Other                                               0035
49025 303501 Climate Science                                                0035
49047 140804 MCRP (City and Regional Planning) & MS Engineering (concurrent)0035
22110 050200 Ethnic Studies                                                 0035
17035 307001 Data Science                                                   0035
05075 521399 Digital Supply Chain Management                                0035
08999 131213 STEM Education                                                 0035
06024 090499 Bilingual Journalism                                           0035
02020 040902 Architecture                                                   0035
13021 190403 Consumer Services and Advocacy                                 0035
05025 520304 Accounting and Finance                                         0035
10043 500910 Jazz Studies                                                   0035
10045 500908 Voice and Opera                                                0035
06015 090199 Communication and Media Studies                                0035
07015 110401 information Science/Studies                                    0035
